Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Shao-Ching Chiang,Indians,0,0,5.29,0,0,0,1,1,1,0,1,0,1.48,4.56,2.81,5.4,0,0,999,sa659598
Edwin Jackson,,0,0,5.41,0,0,0,1,1,1,0,1,0,1.53,7.02,4.12,5.4,0,0,999,1841
Charlie Leesman,White Sox,0,0,5.26,0,0,0,1,1,1,0,1,0,1.57,6.15,4.1,5.4,0,0,999,9124
Rodolfo Aguilar,,0,0,5.06,0,1,0,1,1,1,0,1,1,1.69,6.8,5.84,5.4,0,0,999,sa542044
Estarlin Arias,Cardinals,0,0,5.26,0,1,0,1,1,1,0,1,1,1.62,6.97,5.18,5.4,0,0,999,sa739879
Caleb Frare,Yankees,0,0,4.95,0,1,0,1,1,1,0,1,1,1.65,8.52,6.36,5.4,0,0,999,sa658179
Randy LeBlanc,Twins,0,0,5.43,0,0,0,1,1,1,0,1,0,1.57,4.88,3.56,5.4,0,0,999,sa549258
Ashton Goudeau,Royals,0,0,5.4,0,0,0,1,1,1,0,1,0,1.46,5.83,2.99,5.4,0,0,999,sa658634
Jaye Chapman,Rangers,0,0,5.37,0,1,0,1,1,1,0,1,0,1.53,7.47,4.26,5.4,0,0,999,9096
Starling Peralta,Cubs,0,0,5.21,0,1,0,1,1,1,0,1,0,1.52,6.39,4.1,5.4,0,0,999,sa508753
Sarkis Ohanian,Reds,0,0,5.17,0,1,0,1,1,1,0,1,1,1.66,8.88,6.41,5.4,0,0,999,sa827459
Jace Vines,Royals,0,0,5.45,0,0,0,1,1,1,0,0,0,1.6,4.34,3.69,5.4,0,0,999,sa917985
Joshua Torres,Mets,0,0,5.25,0,1,0,1,1,1,0,1,1,1.58,7.55,5.04,5.4,0,0,999,sa659907
Jeremy Guthrie,Nationals,0,0,5.44,0,0,0,1,1,1,0,1,0,1.51,5.73,3.19,5.4,0,0,999,2072
Juan Santos,Astros,0,0,5.33,0,1,0,1,1,1,0,1,1,1.63,8.15,5.66,5.4,0,0,999,sa738956
Nolan Blackwood,Athletics,0,0,5.27,0,1,0,1,1,1,0,1,1,1.69,5.69,5.25,5.4,0,0,999,sa874212
Dan Haren,Cubs,0,0,5.36,0,0,0,1,1,1,0,1,0,1.38,6.5,2.41,5.4,0,0,999,1757
Nick Routt,Reds,0,0,5.16,0,1,0,1,1,1,0,1,0,1.5,6.93,3.91,5.4,0,0,999,sa621594
Pablo Ortega,,0,0,5.34,0,0,0,1,1,1,0,1,0,1.5,4.89,3.02,5.4,0,0,999,sa203945
Brandon Gold,Rockies,0,0,5.68,0,0,0,1,1,1,0,1,0,1.58,4.96,3.1,5.4,0,0,999,sa872724
Gerardo Reyes,Padres,0,0,5.12,0,1,0,1,1,1,0,1,1,1.69,7.2,6.09,5.41,0,0,999,sa829912
Eduardo Vera,Pirates,0,0,5.48,0,0,0,1,1,1,0,1,0,1.55,4.97,3.3,5.41,0,0,999,sa657658
Ashur Tolliver,Astros,0,0,5.15,0,1,0,1,1,1,0,1,1,1.61,7.63,5.39,5.41,0,0,999,10044
Josh Rogers,Yankees,0,0,5.21,0,0,0,1,1,1,0,1,0,1.41,6.25,2.8,5.41,0,0,999,sa856202
David Reyes,,0,0,5.35,0,0,0,1,1,1,0,1,0,1.51,4.91,3.11,5.41,0,0,999,sa592948
Taylor Thompson,White Sox,0,0,5.33,0,1,0,1,1,1,0,1,0,1.56,7.11,4.4,5.41,0,0,999,10019
Ryan Hendrix,Reds,0,0,5.18,0,1,0,1,1,1,0,1,1,1.67,8.01,6.05,5.41,0,0,999,sa738145
Jeffry Antigua,Cubs,0,0,5.11,0,0,0,1,1,1,0,1,0,1.46,6.38,3.63,5.41,0,0,999,sa456113
Jorge Pantoja,Nationals,0,0,5.28,0,1,0,1,1,1,0,1,1,1.64,5.5,4.59,5.41,0,0,999,sa876046
Jeff Brigham,Marlins,0,0,5.38,0,0,0,1,1,1,0,1,1,1.62,6.08,4.81,5.41,0,0,999,sa828882
Alex Palsha,Mets,0,0,5.21,0,1,0,1,1,1,0,1,1,1.66,6.75,5.5,5.41,0,0,999,sa829433
Chris Lamb,Athletics,0,0,5.31,0,0,0,1,1,1,0,1,0,1.58,6.37,4.45,5.41,0,0,999,sa598183
Ernesto Montas,Padres,0,0,5.4,0,0,0,1,1,1,0,1,0,1.59,4.72,3.66,5.41,0,0,999,sa737253
Logan Shore,Athletics,0,0,5.45,0,0,0,1,1,1,0,1,0,1.56,5.68,3.88,5.41,0,0,999,sa738442
Caleb Thielbar,Twins,0,0,5.27,0,1,0,1,1,1,0,1,0,1.52,6.59,4.03,5.42,0,0,999,10078
Osvaldo Hernandez,Padres,0,0,5.2,0,0,0,1,1,1,0,1,1,1.66,6.16,5.18,5.42,0,0,999,sa975541
Matt Krook,Giants,0,0,4.87,0,0,0,1,1,1,0,1,1,1.8,7.01,7.41,5.42,0,0,999,sa737535
Tommy Hanson,Angels,0,0,5.28,0,0,0,1,1,1,0,1,0,1.45,6.45,3.61,5.42,0,0,999,9129
Lake Bachar,Padres,0,0,5.39,0,0,0,1,1,1,0,1,0,1.59,6.3,4.36,5.42,0,0,999,sa917993
Bryce Morrow,Padres,0,0,5.38,0,0,0,1,1,1,0,1,0,1.49,6.26,3.51,5.42,0,0,999,sa745009
Jordan Yamamoto,Brewers,0,0,5.55,0,0,0,1,1,1,0,1,0,1.57,6.97,4.12,5.42,0,0,999,sa829040
Jon Leicester,,0,0,5.43,0,0,0,1,1,1,0,1,0,1.53,5.43,3.36,5.42,0,0,999,2092
Gerson Bautista,Mets,1,1,5.21,0,20,0,20,20,12,3,17,13,1.68,7.58,6.05,5.42,-0.2,-0.2,999,sa732755
Sergio Valenzuela,,0,0,5.39,0,0,0,1,1,1,0,0,0,1.57,4.41,3.38,5.42,0,0,999,sa254802
Adam Quintana,Rangers,0,0,5.46,0,0,0,1,1,1,0,1,0,1.58,6.78,4.43,5.42,0,0,999,sa883461
Salvador Robles,,0,0,5.28,0,0,0,1,1,1,0,1,0,1.55,5.51,3.8,5.42,0,0,999,sa509748
Kevin Ziomek,Tigers,0,0,5.23,0,0,0,1,1,1,0,1,0,1.53,5.47,3.75,5.42,0,0,999,sa549113
Rafael Diaz,,0,0,5.33,0,0,0,1,1,1,0,1,0,1.48,6.16,3.45,5.42,0,0,999,sa509282
Billy Strode,Indians,0,0,5.08,0,1,0,1,1,1,0,1,1,1.63,6.06,5.04,5.42,0,0,999,sa857589
Duncan Robinson,Cubs,0,0,5.29,0,0,0,1,1,1,0,1,0,1.57,5.55,4.08,5.43,0,0,999,sa874105
Anthony Ortega,,0,0,5.36,0,1,0,1,1,1,0,1,0,1.58,6.52,4.43,5.43,0,0,999,6745
Matt Pobereyko,Mets,0,0,5.27,0,1,0,1,1,1,0,1,1,1.63,7.81,5.62,5.43,0,0,999,sa921581
John Richy,Phillies,0,0,5.34,0,0,0,1,1,1,0,1,0,1.5,6.12,3.51,5.43,0,0,999,sa828800
Keith Couch,Red Sox,0,0,5.52,0,0,0,1,1,1,0,1,0,1.55,4.99,3.49,5.43,0,0,999,sa549175
Jordan Cooper,Indians,0,0,5.24,0,1,0,1,1,1,0,1,0,1.49,6.3,3.74,5.43,0,0,999,sa455417
Michael Freeman,Astros,0,0,5.11,0,1,0,1,1,1,0,1,1,1.68,6.18,5.48,5.43,0,0,999,sa875187
Kevin Alexander,Cardinals,0,0,5.31,0,1,0,1,1,1,0,1,1,1.66,6.34,5.2,5.43,0,0,999,sa503305
Luis Ysla,Red Sox,0,0,5.18,0,1,0,1,1,1,0,1,1,1.61,7.45,5.48,5.43,0,0,999,sa739569
Rafael Cordova,,0,0,5.29,0,1,0,1,1,1,0,1,1,1.59,7.13,4.93,5.43,0,0,999,sa508072
Yean Carlos Gil,Braves,0,0,5.29,0,0,0,1,1,1,0,1,0,1.61,5.39,4.33,5.43,0,0,999,sa550678
Chris Sadberry,Marlins,0,0,5.27,0,1,0,1,1,1,0,1,1,1.69,5.42,5.17,5.43,0,0,999,sa828999
Joe Filomeno,Rangers,0,0,5.23,0,1,0,1,1,1,0,1,1,1.63,7.7,5.48,5.43,0,0,999,sa709552
Kevin McAvoy,Red Sox,0,0,5.45,0,0,0,1,1,1,0,1,1,1.61,5.88,4.57,5.43,0,0,999,sa827491
Tommy Peterson,Nationals,0,0,5.25,0,1,0,1,1,1,0,1,1,1.62,6.66,5.07,5.43,0,0,999,sa875600
Daniel Camarena,Yankees,0,0,5.22,0,0,0,1,1,1,0,1,0,1.46,5.63,2.98,5.43,0,0,999,sa599205
Daniel McCutchen,Rangers,0,0,5.44,0,1,0,1,1,1,0,1,0,1.45,5.79,2.62,5.43,0,0,999,263
Gavin Pittore,Dodgers,0,0,5.15,0,1,0,1,1,1,0,1,1,1.62,6.81,5.27,5.43,0,0,999,sa857616
Luis Ortiz,Brewers,0,0,5.53,0,0,0,1,1,1,0,1,0,1.51,7.21,3.71,5.43,0,0,725,sa828677
Justus Sheffield,Yankees,0,0,5.22,0,0,0,1,1,1,0,1,0,1.53,6.73,4.15,5.43,0,0,647.1,sa828678
Mike Hepple,Mets,0,0,5.24,0,1,0,1,1,1,0,1,1,1.66,7.07,5.6,5.43,0,0,999,sa829930
James Marvel,Pirates,0,0,5.49,0,0,0,1,1,1,0,1,0,1.63,4.95,4.15,5.43,0,0,999,sa659052
Jesus Castillo,,0,0,5.28,0,1,0,1,1,1,0,1,0,1.56,5.93,4.16,5.43,0,0,999,sa287103
Matt Tenuta,Royals,0,0,5.24,0,1,0,1,1,1,0,1,0,1.52,5.88,3.88,5.43,0,0,999,sa658605
Pedro Hernandez,Rockies,0,0,5.58,0,0,0,1,1,1,0,1,0,1.57,6.2,3.63,5.43,0,0,999,4578
Hunter Wood,Rays,0,1,5.2,2,2,0,9,9,5,2,7,4,1.47,6.91,4,5.43,0,0,999,15091
Teddy Stankiewicz,Red Sox,0,0,5.49,0,0,0,1,1,1,0,1,0,1.48,5.64,3.15,5.43,0,0,999,sa657954
Matt Solter,Giants,0,0,5.23,0,0,0,1,1,1,0,1,1,1.64,5.8,5.12,5.44,0,0,999,sa917121
Ruddy Acosta,,0,0,5.35,0,0,0,1,1,1,0,1,0,1.54,4.85,3.38,5.44,0,0,999,sa824737
Bobby Bundy,Orioles,0,0,5.39,0,1,0,1,1,1,0,1,0,1.54,7.13,4.17,5.44,0,0,999,sa454969
Jeremy Walker,Braves,0,0,5.43,0,0,0,1,1,1,0,1,0,1.61,5.09,4.06,5.44,0,0,999,sa917990
Hiram Burgos,Brewers,0,0,5.56,0,0,0,1,1,1,0,1,0,1.51,7.19,3.71,5.44,0,0,999,9412
Octavio Acosta,,0,0,5.3,0,0,0,1,1,1,0,1,1,1.59,6.55,4.72,5.44,0,0,999,sa548115
Esteban Haro,,0,0,5.3,0,1,0,1,1,1,0,1,1,1.61,6.12,4.64,5.44,0,0,999,sa509455
Austin Bibens-Dirkx,Rangers,0,0,5.45,0,1,0,1,1,1,0,1,0,1.47,6.11,3.03,5.44,0,0,999,9559
Austin Sexton,Cardinals,0,0,5.38,0,1,0,1,1,1,0,1,1,1.61,6.18,4.66,5.44,0,0,999,sa857572
Mike Wright,Orioles,2,3,5.4,8,8,0,45,50,27,9,34,16,1.46,6.71,3.24,5.44,0.2,0.1,999,12586
Cody Dickson,Pirates,0,0,5.26,0,0,0,1,1,1,0,1,1,1.68,6.78,5.64,5.44,0,0,999,sa737782
Sam Clay,Twins,0,0,5.12,0,1,0,1,1,1,0,1,1,1.71,7.31,6.31,5.44,0,0,999,sa828815
Jake Ehret,Reds,0,0,5.24,0,1,0,1,1,1,0,1,1,1.64,7.53,5.53,5.44,0,0,999,sa602390
Danny Gutierrez,,0,0,5.3,0,0,0,1,1,1,0,1,0,1.53,5.45,3.69,5.44,0,0,999,sa326150
Isaac Gil,Marlins,0,0,5.45,0,1,0,1,1,1,0,1,1,1.66,5.26,4.65,5.44,0,0,999,sa599350
Todd Van Steensel,Twins,0,0,5.27,0,1,0,1,1,1,0,1,1,1.54,7.6,4.79,5.44,0,0,999,sa505234
Joe Ortiz,Rangers,0,0,5.3,0,1,0,1,1,1,0,1,0,1.56,6.03,3.97,5.44,0,0,999,7955
Tyler Matzek,Rockies,0,0,5.56,0,0,0,1,1,1,0,1,1,1.71,7.54,5.7,5.44,0,0,999,10058
Terry Doyle,Orioles,0,0,5.45,0,0,0,1,1,1,0,1,0,1.43,5.79,2.43,5.44,0,0,999,sa392100
Alsis Herrera,Indians,0,0,5.14,0,1,0,1,1,1,0,1,1,1.57,6.52,4.66,5.44,0,0,999,sa945470
Riley Smith,Diamondbacks,0,0,5.5,0,0,0,1,1,1,0,1,0,1.61,5.23,4.03,5.45,0,0,999,sa876070
Nathanael Santiago,,0,0,5.25,0,1,0,1,1,1,0,1,1,1.66,8.03,6.03,5.45,0,0,999,sa869604
Salvador Valdez,,0,0,5.38,0,0,0,1,1,1,0,1,0,1.54,4.53,3.2,5.45,0,0,999,sa262058
Zack Jones,Twins,0,0,5.45,0,0,0,1,1,1,0,1,1,1.57,7.4,4.76,5.45,0,0,999,sa502134
Christian Meza,,0,0,5.19,0,1,0,1,1,1,0,1,1,1.68,6.39,5.46,5.45,0,0,999,sa549689
Zach Quintana,Braves,0,0,5.34,0,1,0,1,1,1,0,1,1,1.64,5.91,4.88,5.45,0,0,999,sa657970
Jose Mesa,Yankees,0,0,5.25,0,0,0,1,1,1,0,1,1,1.55,8.38,5.11,5.45,0,0,999,sa658593
Jon Sintes,,0,0,5.43,0,0,0,1,1,1,0,1,0,1.56,5.46,3.75,5.45,0,0,999,sa527925
Andrew Case,Blue Jays,0,0,5.39,0,1,0,1,1,1,0,1,0,1.51,6.25,3.73,5.45,0,0,999,sa829881
Ramon Ramirez,Orioles,0,0,5.38,0,1,0,1,1,1,0,1,0,1.53,6.61,3.9,5.45,0,0,999,7986
Tom Hackimer,Twins,0,0,5.29,0,1,0,1,1,1,0,1,1,1.69,6.82,5.72,5.45,0,0,999,sa872726
Jordan Guerrero,White Sox,0,0,5.23,0,0,0,1,1,1,0,1,0,1.53,6.98,4.28,5.45,0,0,999,sa658262
Guido Knudson,Tigers,0,0,5.22,0,1,0,1,1,1,0,1,0,1.49,7.42,4.32,5.45,0,0,999,12669
Huascar Brazoban,Rockies,0,0,5.57,0,1,0,1,1,1,0,1,1,1.6,7.51,4.67,5.45,0,0,999,sa657849
Ulises Joaquin,,0,0,5.38,0,0,0,1,1,1,0,1,0,1.53,5.99,3.76,5.45,0,0,999,sa597845
Brandon Miller,Marlins,0,0,5.52,0,0,0,1,1,1,0,1,0,1.6,5.33,4.09,5.45,0,0,999,sa873281
Harley Holt,Cardinals,0,0,5.4,0,1,0,1,1,1,0,1,0,1.6,5.44,4.22,5.45,0,0,999,sa878099
Kevin Correia,Phillies,0,0,5.52,0,0,0,1,1,1,0,1,0,1.52,5.35,2.93,5.45,0,0,999,1767
Nick Lee,,0,0,5.19,0,0,0,1,1,1,0,1,1,1.68,7.45,6.01,5.45,0,0,999,sa550027
Yapson Gomez,Cubs,0,0,5.03,0,1,0,1,1,1,0,1,1,1.68,6.4,5.76,5.46,0,0,999,sa737676
Heath Fillmyer,Athletics,0,1,5.43,2,2,0,9,10,6,2,6,4,1.55,6,4.03,5.46,0,0,999,sa738396
Rafael Pineda,Mariners,0,0,5.43,0,0,0,1,1,1,0,1,0,1.52,5.61,3.42,5.46,0,0,999,sa658959
Jhonny Polanco,Angels,0,0,5.12,0,1,0,1,1,1,0,1,1,1.55,7.93,5.29,5.46,0,0,999,sa504741
Harrison Cooney,Red Sox,0,0,5.4,0,1,0,1,1,1,0,1,1,1.62,6.76,5,5.46,0,0,999,sa550830
Francisco Rosario,,0,0,5.31,0,1,0,1,1,1,0,1,1,1.59,6.58,4.74,5.46,0,0,999,2091
Jake Thompson,Phillies,2,3,5.4,8,8,0,45,50,27,8,33,20,1.53,6.58,3.93,5.46,0.1,0,683.8,14371
Taylor Grover,Red Sox,0,0,5.47,0,0,0,1,1,1,0,1,0,1.54,7.1,4.43,5.46,0,0,999,sa737866
Jose Pina,,0,0,5.4,0,0,0,1,1,1,0,1,0,1.52,5.67,3.56,5.46,0,0,999,sa294474
Steve Ascher,Rockies,0,0,5.46,0,1,0,1,1,1,0,1,1,1.64,6.59,4.72,5.46,0,0,999,sa829225
Joe Pistorese,Mariners,0,0,5.18,0,1,0,1,1,1,0,1,1,1.59,6.93,4.96,5.46,0,0,999,sa602696
Kevin Canelon,Mets,0,0,5.21,0,0,0,1,1,1,0,1,0,1.47,6.4,3.6,5.46,0,0,999,sa597095
Jordan Harrison,Rays,0,0,4.95,0,1,0,1,1,1,0,1,1,1.67,6.81,5.99,5.46,0,0,999,sa502697
Michael Santos,Rays,0,0,5.28,0,1,0,1,1,1,0,1,0,1.56,4.71,3.66,5.46,0,0,999,sa736667
Jasvir Rakkar,Cubs,0,0,5.25,0,1,0,1,1,1,0,1,1,1.61,6.51,4.95,5.46,0,0,999,sa658674
Darin Gillies,Mariners,0,0,5.25,0,1,0,1,1,1,0,1,0,1.51,7.19,4.29,5.46,0,0,999,sa875269
Cy Sneed,Astros,0,0,5.4,0,0,0,1,1,1,0,1,0,1.48,6.35,3.42,5.46,0,0,999,sa599742
Ross Seaton,Tigers,0,0,5.41,0,0,0,1,1,1,0,1,0,1.44,5.36,2.68,5.46,0,0,999,sa454510
Ernesto Frieri,Rangers,0,0,5.38,0,1,0,1,1,1,0,1,1,1.52,8.94,4.84,5.46,0,0,999,5178
Beau Burrows,Tigers,0,0,5.36,0,0,0,1,1,1,0,1,0,1.5,6.46,3.85,5.46,0,0,999,sa874682
Tyler Watson,Nationals,0,0,5.29,0,0,0,1,1,1,0,1,1,1.62,5.84,4.65,5.46,0,0,999,sa876164
Thomas Hatch,Cubs,0,0,5.26,0,0,0,1,1,1,0,1,1,1.6,6.54,4.94,5.47,0,0,999,sa738514
Paul Oseguera,,0,0,5.27,0,0,0,1,1,1,0,1,0,1.58,5.92,4.3,5.47,0,0,999,sa327755
Martin Viramontes,Brewers,0,0,5.5,0,1,0,1,1,1,0,1,1,1.63,7.39,5.07,5.47,0,0,999,sa390651
Luis Cruz,Astros,0,0,5.39,0,0,0,1,1,1,0,1,0,1.52,7.11,4.1,5.47,0,0,999,sa454687
Davis Ward,Cardinals,0,0,5.4,0,1,0,1,1,1,0,1,1,1.63,6.22,4.85,5.47,0,0,999,sa829860
Josh Wirsu,Cardinals,0,0,5.31,0,1,0,1,1,1,0,1,1,1.72,6.33,5.78,5.47,0,0,999,sa829530
Sean Furney,Braves,0,0,5.43,0,0,0,1,1,1,0,1,1,1.68,5.12,4.78,5.47,0,0,999,sa739747
Matt Lollis,White Sox,0,0,5.27,0,1,0,1,1,1,0,1,1,1.59,8.08,5.32,5.47,0,0,999,sa501704
Wirkin Estevez,Nationals,0,0,5.45,0,0,0,1,1,1,0,1,0,1.62,5.36,4.26,5.47,0,0,999,sa550539
Marco Antonio Duarte,,0,0,5.42,0,0,0,1,1,1,0,1,0,1.6,5.6,4.24,5.47,0,0,999,sa393279
Elliot Ashbeck,Padres,0,0,5.37,0,1,0,1,1,1,0,1,1,1.6,6.84,4.85,5.47,0,0,999,sa875665
Matt Guerrier,Twins,0,0,5.52,0,1,0,1,1,1,0,1,0,1.55,5.56,3.56,5.47,0,0,999,2061
Murphy Smith,Blue Jays,0,0,5.45,0,1,0,1,1,1,0,1,0,1.47,6.24,3.29,5.47,0,0,999,sa501722
Cesar Carrillo,,0,0,5.34,0,0,0,1,1,1,0,1,1,1.63,5.35,4.54,5.48,0,0,999,4697
Sam Howard,Rockies,0,1,5.5,2,2,0,9,10,6,2,7,4,1.53,6.82,3.76,5.48,0,0.1,999,sa602898
Jorge Reyes,,0,0,5.4,0,0,0,1,1,1,0,1,0,1.5,6.18,3.63,5.48,0,0,999,sa501947
Sean Nolin,Athletics,0,0,5.45,0,0,0,1,1,1,0,1,0,1.53,5.96,3.66,5.48,0,0,999,11341
Ralph Garza,Astros,0,0,5.38,0,1,0,1,1,1,0,1,1,1.58,7.5,4.96,5.48,0,0,999,sa875812
Taylor Garrison,Yankees,0,0,5.41,0,0,0,1,1,1,0,1,0,1.46,6.52,3.19,5.48,0,0,999,sa599354
Chris Heston,Twins,0,0,5.49,0,1,0,1,1,1,0,1,0,1.57,5.58,3.82,5.48,0,0,999,10302
Caleb Simpson,Giants,0,0,5.14,0,1,0,1,1,1,0,1,1,1.71,7.93,6.89,5.48,0,0,999,sa738717
Miguel Nunez,Phillies,0,0,5.32,0,1,0,1,1,1,0,1,1,1.57,7.64,4.94,5.48,0,0,999,sa547827
Sam Held,Nationals,0,0,5.29,0,1,0,1,1,1,0,1,1,1.71,5.9,5.51,5.48,0,0,999,sa918665
Trevor Clifton,Cubs,0,0,5.3,0,0,0,1,1,1,0,1,1,1.51,7.51,4.53,5.48,0,0,999,sa737901
Daryl Thompson,,0,0,5.48,0,0,0,1,1,1,0,1,0,1.51,6.22,3.52,5.48,0,0,999,6603
Jose Galindo,Padres,0,0,5.27,0,1,0,1,1,1,0,1,1,1.7,7.8,6.33,5.48,0,0,999,sa918265
Aaron Harang,Phillies,0,0,5.52,0,0,0,1,1,1,0,1,0,1.48,6.48,3.16,5.48,0,0,999,1451
Edgar Torres,,0,0,5.24,0,1,0,1,1,1,0,1,1,1.62,6.48,5,5.48,0,0,999,sa871316
Gaudencio Aguirre,,0,0,5.38,0,1,0,1,1,1,0,1,0,1.59,6.28,4.48,5.49,0,0,999,sa185590
Kenneth Sigman,,0,0,5.44,0,0,0,1,1,1,0,1,0,1.61,5.51,4.34,5.49,0,0,999,sa550328
Jefri Hernandez,Orioles,0,0,5.37,0,1,0,1,1,1,0,1,0,1.56,6.68,4.31,5.49,0,0,999,sa506317
Linder Castro,,0,0,5.38,0,1,0,1,1,1,0,1,1,1.59,6.91,4.82,5.49,0,0,999,sa592949
Spencer Adams,White Sox,0,0,5.45,0,0,0,1,1,1,0,1,0,1.5,5.5,3.06,5.49,0,0,999,sa828687
Tommy Thorpe,Cubs,0,0,5.1,0,1,0,1,1,1,0,1,1,1.57,7.4,5.16,5.49,0,0,999,sa829121
Tony Cordova,,0,0,5.38,0,1,0,1,1,1,0,1,1,1.67,6.94,5.55,5.49,0,0,999,sa548642
Travis Lakins,Red Sox,0,0,5.53,0,0,0,1,1,1,0,1,0,1.57,6.44,4.41,5.49,0,0,999,sa873678
Greg Harris,Rays,0,0,5.24,0,0,0,1,1,1,0,1,0,1.51,7.05,4.45,5.49,0,0,999,sa738173
Matthew Shepherd,Padres,0,0,5.46,0,0,0,1,1,1,0,1,1,1.62,5.95,4.52,5.49,0,0,999,sa658825
Marcos Diplan,Brewers,0,1,5.44,0,10,0,10,10,6,1,9,7,1.7,7.89,6.08,5.49,-0.1,-0.1,999,sa828590
Jim Miller,Yankees,0,0,5.37,0,1,0,1,1,1,0,1,0,1.44,7.37,3.45,5.49,0,0,999,7458
Jose Adames,Marlins,0,0,5.36,0,1,0,1,1,1,0,1,1,1.71,6.58,5.93,5.49,0,0,999,sa597194
Chris Jensen,Athletics,0,0,5.42,0,1,0,1,1,1,0,1,0,1.51,5.41,3.46,5.49,0,0,999,sa579619
Tony Amezcua,,0,0,5.31,0,1,0,1,1,1,0,1,1,1.71,7.24,6.11,5.49,0,0,999,sa548382
Will Mathis,Mariners,0,0,5.19,0,1,0,1,1,1,0,1,1,1.66,5.8,5.13,5.49,0,0,999,sa738357
Dylan Covey,White Sox,2,3,5.56,8,8,0,45,51,28,7,30,21,1.61,6,4.25,5.5,0.1,-0.1,999,14825
Blake Rogers,Padres,0,0,5.33,0,1,0,1,1,1,0,1,1,1.68,5.77,5.2,5.5,0,0,999,sa876290
Stephen Peterson,Brewers,0,0,5.4,0,1,0,1,1,1,0,1,1,1.57,7.62,4.66,5.5,0,0,999,sa599402
Andy Otamendi,Pirates,0,0,5.31,0,1,0,1,1,1,0,1,1,1.67,6.2,5.31,5.5,0,0,999,sa596224
Matt Sergey,Athletics,0,0,5.46,0,1,0,1,1,1,0,1,1,1.63,7.29,5.27,5.5,0,0,999,sa921222
Michael Wagner,Cubs,0,0,5.27,0,0,0,1,1,1,0,1,1,1.53,7.23,4.61,5.5,0,0,999,sa549834
Nolan Long,Dodgers,0,0,5.19,0,1,0,1,1,1,0,1,1,1.64,7.46,5.76,5.5,0,0,999,sa659265
Ross Wolf,Rangers,0,0,5.53,0,1,0,1,1,1,0,1,0,1.53,5.03,3.03,5.5,0,0,999,4534
Yeison Medina,Cardinals,0,0,5.25,0,1,0,1,1,1,0,1,1,1.72,7.09,6.32,5.5,0,0,999,sa736868
Richie Tate,Braves,0,0,5.3,0,1,0,1,1,1,0,1,1,1.74,7.27,6.45,5.5,0,0,999,sa549135
Mitch Brown,Indians,0,0,5.23,0,1,0,1,1,1,0,1,1,1.67,7.77,6.18,5.5,0,0,999,sa657957
Anthony McIver,Twins,0,0,5.37,0,1,0,1,1,1,0,1,0,1.54,6.04,3.93,5.5,0,0,999,sa875625
Samil De Los Santos,Angels,0,0,5.1,0,1,0,1,1,1,0,1,1,1.6,6.91,5.44,5.5,0,0,999,sa598569
Irving Dominguez,,0,0,5.36,0,1,0,1,1,1,0,1,1,1.61,7.34,5.25,5.5,0,0,999,sa691190
Tanner Banks,White Sox,0,0,5.33,0,0,0,1,1,1,0,1,0,1.51,5.47,3.31,5.5,0,0,999,sa829193
Jose De Paula,Yankees,0,0,5.28,0,1,0,1,1,1,0,1,0,1.55,6.76,4.2,5.5,0,0,999,5744
Mario Sanchez,Phillies,0,0,5.39,0,0,0,1,1,1,0,1,0,1.48,6.32,3.47,5.5,0,0,999,sa691863
Brian Hunter,Reds,0,0,5.31,0,1,0,1,1,1,0,1,1,1.65,7.72,5.65,5.5,0,0,999,sa829173
Mitchell Aker,Diamondbacks,0,0,5.57,0,0,0,1,1,1,0,1,0,1.55,6.3,3.93,5.5,0,0,999,sa3002582
Griffin Russell,Padres,0,0,5.21,0,1,0,1,1,1,0,1,1,1.69,6.85,5.82,5.5,0,0,999,sa658654
Luke Eubank,Indians,0,0,5.31,0,1,0,1,1,1,0,1,1,1.66,6.18,5.28,5.5,0,0,999,sa829342
Dustin Hurlbutt,Athletics,0,0,5.45,0,0,0,1,1,1,0,1,0,1.55,5.97,4.05,5.5,0,0,999,sa875683
Brody Koerner,Yankees,0,0,5.45,0,0,0,1,1,1,0,1,0,1.52,5.36,3.23,5.5,0,0,999,sa875744
Zach Jemiola,Rockies,0,1,5.63,0,10,0,10,12,6,2,7,4,1.55,6.06,3.45,5.5,-0.1,-0.1,999,sa658131
Will Hibbs,Phillies,0,0,5.31,0,1,0,1,1,1,0,1,1,1.67,7.35,5.72,5.5,0,0,999,sa918392
Marcos Rivas,,0,0,5.33,0,1,0,1,1,1,0,1,0,1.58,5.69,4.24,5.51,0,0,999,sa3001058
Gabe Cramer,Royals,0,0,5.36,0,1,0,1,1,1,0,1,1,1.66,7.37,5.84,5.51,0,0,999,sa879639
T.J. Zeuch,Blue Jays,0,0,5.55,0,0,0,1,1,1,0,1,0,1.61,5.25,4.14,5.51,0,0,999,sa738498
Alex Young,Diamondbacks,0,0,5.35,0,0,0,1,1,1,0,1,0,1.54,6.41,4.2,5.51,0,0,999,sa658917
Ramon Santos,Cardinals,0,0,5.42,0,1,0,1,1,1,0,1,1,1.68,5.45,5.03,5.51,0,0,999,sa657843
Pedro Vasquez,Pirates,0,0,5.48,0,0,0,1,1,1,0,1,0,1.51,5.21,3.22,5.51,0,0,999,sa872824
Jair Jurrjens,Rockies,0,0,5.73,0,0,0,1,1,1,0,1,0,1.53,6.4,3.28,5.51,0,0,999,5556
